season,episode,title,video_title,location,lat,lng,video_url,match_method,match_score
14,8,No Stone Unturned,"No Stone Unturned (Full Episode) | S14 EP8 | Time Team (Warburton, Greater Manchester)","Warburton, Greater Manchester",53.396554,-2.438536,https://www.youtube.com/watch?v=A_owrnq7tZ0,season/episode,1.0
14,9,The Domesday Mill,"The Domesday Mill (Full Episode) | S14 EP9 | Time Team (Dotton, Devon)","Dotton, Devon",50.689403,-3.295137,https://www.youtube.com/watch?v=VZuncwwRL6c,season/episode,1.0
14,10,The Cheyne Gang,"The Cheyne Gang (Full Episode) | S14 EP10 | Time Team (Chesham Bois, Buckinghamshire)","Chesham Bois, Buckinghamshire",51.688032,-0.600434,https://www.youtube.com/watch?v=v7szfz-4I3E,season/episode,1.0
14,11,Road to the Relics,"Road To The Relics (Full Episode) | S14 EP11 | Time Team (Godstone, Surrey)","Godstone, Surrey",51.2401,-0.0666,https://www.youtube.com/watch?v=jzawKzd5fLY,season/episode,1.0
14,12,The Abbey Habit,"The Abbey Habit (Full Episode) | S14 EP12 | Time Team (Poulton, Cheshire)","Poulton, Cheshire",53.125909,-2.888253,https://www.youtube.com/watch?v=yVSjxxTZl0M,season/episode,1.0
14,13,In the Shadow of the Tor,"In The Shadow Of The Tor (Full Episode) | S14 EP13 | Time Team (Bodmin Moor, Cornwall)","Bodmin Moor, Cornwall",50.603806,-4.627464,https://www.youtube.com/watch?v=B5_BPGGiBbY,season/episode,1.0
15,1,Gold in the Moat,"Gold In The Moat (Full Episode) | S15 EP1 | Time Team (Codnor Castle, Derbyshire)","Codnor Castle, Derbyshire",53.045125,-1.354947,https://www.youtube.com/watch?v=J8Oem3-4UuQ,season/episode,1.0
15,2,Street of the Dead,"Street Of The Dead (Full Episode) | S15 EP2 | Time Team (Binchester, County Durham)","Binchester, County Durham",54.676036,-1.674253,https://www.youtube.com/watch?v=DqPA6MC-Jm8,season/episode,1.0
15,3,Bodies in the Dunes,"Bodies In The Dunes (Full Episode) | S15 EP3 | Time Team (Barra, Outer Hebrides)","Allasdale, Barra, Western Isles",56.995162,-7.509125,https://www.youtube.com/watch?v=hD7ZGLNUydc,season/episode,1.0
15,4,The Naughty Nuns of Northampton,,"Towcester, Northamptonshire",52.150658,-0.95281,,,0.484
15,5,Mysteries of the Mosaic,"Mysteries Of The Mosaic (Full Episode) | S15 EP5 | Time Team (Coberley, Gloucestershire)","Coberley, Gloucestershire",51.835399,-2.049679,https://www.youtube.com/watch?v=3nobycsKBCs,season/episode,1.0
15,6,Blitzkrieg on Shooter's Hill,Blitzkrieg on Shooter's Hill (Full Episode) | S15 EP6 | Time Team (South London),South London,51.470522,0.071049,https://www.youtube.com/watch?v=_2ieDurqaVs,season/episode,1.0
15,7,Keeping up with the Georgians,"Keeping Up With The Georgians (Full Episode) | S15 EP7 | Time Team (Hunstrete, Somerset)","Hunstrete, Somerset",51.356569,-2.509777,https://www.youtube.com/watch?v=XvEV9VFGe8Y,season/episode,1.0
15,8,Saxons on the Edge,"Saxons On The Edge (Full Episode) | S15 EP8 | Time Team (Knave Hill, Leicestershire)","Stonton Wyville, Leicestershire",52.533367,-0.908772,https://www.youtube.com/watch?v=u2UWHtQcDKk,season/episode,1.0
15,9,Fort of the Earls,"Fort Of The Earls (Full Episode) | S15 EP9 | Time Team (Dungannon, Northern Ireland)","Dungannon, Northern Ireland",54.5058,-6.7674,https://www.youtube.com/watch?v=AC3KP8E0BEY,season/episode,1.0
15,10,From Constantinople to Cornwall,"From Constantinople to Cornwall (Full Episode) | S15 EP10 | Time Team (Padstow, Cornwall)","Padstow, North Cornwall",50.556811,-4.951477,https://www.youtube.com/watch?v=hXMlmPsFfo8,season/episode,1.0
15,11,Five Thousand Tons of Stone,"5,000 Tonnes of Stone (Full Episode) | S15 EP11 | Time Team (Hamsterley, County Durham)","Hamsterley, County Durham",54.692457,-1.840365,https://www.youtube.com/watch?v=KVzAeLFfwUQ,season/episode,0.286
15,12,The Romans Recycle,"The Romans Recycle (Full Episode) | S15 EP12 | Time Team (Wickenby, Lincolnshire)","Wickenby, Lincolnshire",53.336229,-0.358506,https://www.youtube.com/watch?v=sFNYntf0f1Q,season/episode,1.0
15,13,Hunting King Harold,"Hunting King Harold (Full Episode) | S15 EP13 | Time Team (Portskewett, South Wales)","Portskewett, Monmouthshire",51.58904,-2.725399,https://www.youtube.com/watch?v=afCFsm_gg9Y,season/episode,1.0
16,1,The Trouble with Temples,"The Trouble With Temples (Full Episode) | S16 EP1 | Time Team (Friar’s Wash, Hertfordshire)","Friar's Wash, Hertfordshire",51.8193,-0.4045,https://www.youtube.com/watch?v=pl1qVxUubIk,season/episode,1.0
16,2,The Wedding Present,"The Wedding Present (Full Episode) | S16 EP2 | Time Team (Scargill Castle, County Durham)","Scargill, County Durham",54.49173,-1.91868,https://www.youtube.com/watch?v=TVg2SJTzOko,season/episode,1.0
16,3,Heroes' Hill,"Heroes' Hill (Full Episode) | S16 EP3 | Time Team (Knockdhu, Co Antrim)","Knockdhu, County Antrim",54.89111,-5.905278,https://www.youtube.com/watch?v=elqstC4JnWw,season/episode,1.0
16,4,Toga Town,"Toga Town (Full Episode) | S16 EP4 | Time Team (Caerwent, Monmouthshire)","Caerwent, Monmouthshire",51.6133,-2.77,https://www.youtube.com/watch?v=Q5wbyvYDdrU,season/episode,1.0
16,5,"Blood, Sweat and Beers","Blood, Sweat and Beers (Full Episode) | S16 EP5 | Time Team (Rise Hill, Cumbria)","Rise Hill, Cumbria",54.29789,-2.35983,https://www.youtube.com/watch?v=wSl1UGTFuXg,season/episode,1.0
16,6,Buried Bishops and Belfries,"Buried Bishops and Belfries (Full Episode) | S16 EP6 | Time Team (Salisbury Cathedral, Wiltshire)","Salisbury Cathedral, Wiltshire",51.064722,-1.7975,https://www.youtube.com/watch?v=AHAVcf1kyV0,season/episode,1.0
16,7,Anarchy in the UK,"Anarchy in the UK (Full Episode) | S16 EP7 | Time Team (Radcot, Oxfordshire)","Radcot, Oxfordshire",51.693081,-1.588644,https://www.youtube.com/watch?v=8c74r2Mv1ws,season/episode,1.0
16,8,Mystery of the Ice Cream Villa,"Mystery of the Ice Cream Villa (Full Episode) | S16 EP8 | Time Team (Colworth, Bedfordshire)","Colworth, Bedfordshire",52.23212,-0.57711,https://www.youtube.com/watch?v=5W4b0u3_PZY,season/episode,1.0
16,9,Hermit Harbour,"Hermit Harbour (Full Episode) | S16 EP9 | Time Team (Looe, Cornwall)","Looe, Cornwall",50.34086,-4.45412,https://www.youtube.com/watch?v=s0TVoeGdlTc,season/episode,1.0
16,10,Called to the Bar,"Called to the Bar (Full Episode) | S16 EP10 | Time Team (Lincoln’s Inn, London)","Lincoln's Inn, London",51.516448,-0.11376,https://www.youtube.com/watch?v=Bkbob3qcNw8,season/episode,1.0
16,11,Beacon on the Fens,"Beacon on the Fens (Full Episode) | S16 EP11 | Time Team (Chapel Head, Cambridgeshire)","Chapel Head, Cambridgeshire",52.415706,-0.028039,https://www.youtube.com/watch?v=PUfW6BWBIjU,season/episode,1.0
16,12,The Hollow Way,"The Hollow Way (Full Episode) | S16 EP12 | Time Team (Ulnaby, County Durham)","Ulnaby, County Durham",54.549014,-1.649417,https://www.youtube.com/watch?v=dBg79tFmpO0,season/episode,1.0
16,13,Skeletons in the Shed,"Skeletons In The Shed (Full Episode) | S16 EP13 | Time Team (Blythburgh, Suffolk)","Blythburgh, Suffolk",52.32183,1.5964,https://www.youtube.com/watch?v=09fHCmldIAc,season/episode,1.0
17,1,Corridors Of Power,Corridors Of Power (Full Episode) | S17 EP1 | Time Team (Westminster),"Westminster Abbey, London",51.49944,-0.1275,https://www.youtube.com/watch?v=z-1v_xUEySE,season/episode,1.0
17,2,A Saintly Site,"A Saintly Site (Full Episode) | S17 EP2 | Time Team (Tobermory, Isle of Mull)","Isle of Mull, Inner Hebrides",56.61167,-6.08111,https://www.youtube.com/watch?v=uNSFPAprEpc,season/episode,1.0
17,3,Bridge Over The River Tees,"Bridge Over The River Tees (Full Episode) | S17 EP3 | Time Team (Piercebridge, County Durham)","Piercebridge, County Durham",54.53528,-1.67444,https://www.youtube.com/watch?v=jE8EbufmLNE,season/episode,1.0
17,4,In The Halls Of A Saxon King,In The Halls Of A Saxon King (Full Episode) | S17 EP4 | Time Team (Sutton Courtenay),"Sutton Courtenay, Oxfordshire(actually Drayton, Oxfordshire)",51.63972,-1.29528,https://www.youtube.com/watch?v=0dBUhjQOhtk,season/episode,1.0
17,5,The Massacre In The Cellar,The Massacre In The Cellar (Full Episode) | S17 EP5 | Time Team (Hopton Castle),"Hopton Castle, Shropshire",52.39583,-2.93167,https://www.youtube.com/watch?v=MIiYOgmO-Cs,season/episode,1.0
17,6,Potted History,"Potted History (Full Episode) | S17 EP6 | Time Team (Mildenhall, Wiltshire)","Mildenhall, Wiltshire",51.42306,-1.69083,https://www.youtube.com/watch?v=WU3G16hB4_I,season/episode,1.0
17,7,Death and Dominoes: The First POW Camp,"Death And Dominoes (Full Episode) | S17 EP7 | Time Team (Norman Cross, Cambridgeshire)","Norman Cross, Cambridgeshire",52.50556,-0.29028,https://www.youtube.com/watch?v=xmWXDSDqf9Y,season/episode,0.491
17,8,Something For The Weekend,"Something For The Weekend (Full Episode) | S17 EP8 | Time Team (Tregruk Castle, South Wales)","Tregruk Castle, Llangybi, Monmouthshire",51.67139,-2.92083,https://www.youtube.com/watch?v=eaewnXvuGM4,season/episode,1.0
17,9,Governor's Green,Governor's Green (Full Episode) | S17 EP9 | Time Team (Portsmouth),"Governor's Green, Portsmouth",50.78861,-1.10306,https://www.youtube.com/watch?v=uR-y6NLuKJs,season/episode,1.0
17,10,Priory Engagement,"Priory Engagement (Full Episode) | S17 EP10 | Time Team (Burford, Oxfordshire)","Burford, Oxfordshire",51.80778,-1.63694,https://www.youtube.com/watch?v=DVqxhojvbqE,season/episode,1.0
17,11,There is A Villa Here Somewhere,There's a Villa Here Somewhere (Full Episode) | S17 EP11 | Time Team (Litlington),"Litlington, Cambridgeshire",52.06583,-0.08722,https://www.youtube.com/watch?v=qConIWslb64,season/episode,0.577
17,12,Commanding Heights,"Commanding Heights (Full Episode) | S17 EP12 | Time Team (Dinmore, Herefordshire)","Dinmore Hill, Herefordshire",52.16083,-2.70111,https://www.youtube.com/watch?v=MoWV3Nx1f1w,season/episode,1.0
18,1,Reservoir Rituals,"Reservoir Rituals (Full Episode) | S18 EP1 | Time Team (Tottiford, Devon)","Tottiford Reservoir, Devon",50.636,-3.683,https://www.youtube.com/watch?v=0Z-QPsnwlVM,season/episode,1.0
18,2,"Saxon Death, Saxon Gold","Saxon Death, Saxon Gold (Full Episode) | S18 EP2 | Time Team (West Langton, Leicestershire)","West Langton, Leicestershire",52.52583,-0.94,https://www.youtube.com/watch?v=ZQNk3gSSQjc,season/episode,1.0
18,3,Romans on the Range,"Romans on the Range (Full Episode) | S18 EP3 | Time Team (High Ham, Somerset)","High Ham, Somerset",51.06167,-2.82639,https://www.youtube.com/watch?v=7nxKC8kn234,season/episode,1.0
18,4,Hitler's Island Fortress,Hitler’s Island Fortress (Full Episode) | S18 EP4 | Time Team (Jersey),"Les Gellettes, Jersey",49.20972,-2.16,https://www.youtube.com/watch?v=_eIwid-2fX4,season/episode,1.0
18,5,Furnace in the Forest,"Furnace in the Forest (Full Episode) | S18 EP5 | Time Team (Derwentcote, County Durham)","Derwentcote, County Durham",54.90389,-1.79722,https://www.youtube.com/watch?v=gbKGaH2Sjkg,season/episode,1.0
18,6,Under the Gravestones,"Under The Gravestones (Full Episode) | S18 EP6 | Time Team (Castor, Cambridgeshire)","Castor, Cambridgeshire",52.57278,-0.34278,https://www.youtube.com/watch?v=JsPqSwvzazI,season/episode,1.0
18,7,House of the White Queen,"House Of The White Queen (Full Episode) | S18 EP7 | Time Team (Groby, Leicestershire)","Groby, Leicestershire",52.66389,-1.22694,https://www.youtube.com/watch?v=yWr_URYYE_E,season/episode,1.0
18,8,Cannons and Castles,"Cannons and Castles (Full Episode) | S18 EP8 | Time Team (Mont Orgueil, Jersey)","Mont Orgueil, Jersey",49.19944,-2.01944,https://www.youtube.com/watch?v=jNRr9WILcLQ,season/episode,1.0
18,9,Mystery of the Manor Moat,"Mystery of the Manor Moat (Full Episode) | S18 EP9 | Time Team (Llancaiach Fawr, South Wales)","Llancaiach Fawr, South Wales",51.66139,-3.28139,https://www.youtube.com/watch?v=myzJiQiulsI,season/episode,1.0
18,10,Search for the Domesday Mill,"Search For the Domesday Mill (Full Episode) | S18 EP10 | Time Team (Buck Mill, Somerset)","Buck Mill, Somerset",51.05083,-2.36361,https://www.youtube.com/watch?v=P3Phc0r441Q,season/episode,1.0
18,11,Rooting For The Romans,"Rooting for the Romans (Full Episode) | S18 EP11 | Time Team (Purlieus Wood, Cambridgeshire)","Bedford Purlieus Wood, Cambridgeshire",52.58694,-0.45972,https://www.youtube.com/watch?v=mpyaqTRqBTc,season/episode,1.0
19,1,Dig By Wire,"Dig By Wire (Full Episode) | S19 EP1 | Time Team (Gateholm Island, Pembrokeshire)","Gateholm Island, Pembrokeshire",51.71944,-5.23056,https://www.youtube.com/watch?v=jOkeiwPRKUE,season/episode,1.0
19,2,A Village Affair,"A Village Affair (Full Episode) | S19 EP2 | Time Team (Bitterley, Shropshire)","Bitterley, Shropshire",52.39139,-2.63222,https://www.youtube.com/watch?v=2vdL4rdIObw,season/episode,1.0
19,3,The Drowned Town,"The Drowned Town (Full Episode) | S19 EP3 | Time Team (Dunwich, Suffolk)","Dunwich, Suffolk",52.27611,1.63,https://www.youtube.com/watch?v=WN52fqz8TUw,season/episode,1.0
19,4,The First King of Racing,"The First King of Racing (Full Episode) | S19 EP4 | Time Team (Newmarket, Suffolk)","Newmarket, Suffolk",52.24389,0.40722,https://www.youtube.com/watch?v=U7_LwpGbL-4,season/episode,1.0
19,5,Chapel of Secrets,"Chapel Of Secrets (Full Episode) | S19 EP5 | Time Team (Beadnell, Northumberland)","Beadnell, Northumberland",55.55111,-1.62167,https://www.youtube.com/watch?v=PKndTj9yhCQ,season/episode,1.0
19,6,A Copper Bottomed Dig,"A Copper Bottomed Dig (Full Episode) | S19 EP6 Time Team (Pentrechwyth, Swansea)","Pentrechwyth, Swansea",51.63389,-3.93306,https://www.youtube.com/watch?v=dLHMuzUzzDk,season/episode,1.0
19,7,The Only Earl Is Essex,"The Only Earl is Essex (Full Episode) | S19 EP7 | Time Team (Colne Priory, Essex)","Colne Priory, Essex",51.92667,0.71,https://www.youtube.com/watch?v=kMxLojFJXuI,season/episode,1.0
19,8,Secrets of the Dunes,"Secrets of the Dunes (Full Episode) | S19 EP8 | Time Team (Kenfig, Bridgend)","Kenfig, Bridgend",51.52889,-3.72889,https://www.youtube.com/watch?v=tpsAVC_XQwY,season/episode,1.0
19,9,Rome's Wild West,"Rome’s Wild West (Full Episode) | S19 EP9 | Time Team (Caerleon, Newport)","Caerleon, Newport",51.60667,-2.96611,https://www.youtube.com/watch?v=eJkoE8ijIW4,season/episode,1.0
19,10,How to Lose a Castle,"How to Lose a Castle (Full Episode) | S19 EP10 | Time Team (Crewkerne, Somerset)","Crewkerne, Somerset",50.89222,-2.82472,https://www.youtube.com/watch?v=goJlGIOIDeo,season/episode,1.0
19,11,King John's Lost Palace,"King John’s Lost Palace (Full Episode) | S19 EP11 | Time Team (Clipstone, Nottinghamshire)","Clipstone, Nottinghamshire",53.17667,-1.09889,https://www.youtube.com/watch?v=sQHb2mVzCpw,season/episode,1.0
19,12,Time Team's Guide to Burial - Compilation,➤ Time Team's Top 3 BURIAL GROUNDS,N/A,,,https://www.youtube.com/watch?v=bDYn-E9qwNU,title,0.676
19,13,Time Team's Greatest Discoveries - Compilation.,Time Team's DEEPEST Discoveries...,N/A,,,https://www.youtube.com/watch?v=iWz6o5BFBkE,title,0.747
20,1,The Forgotten Gunners of WWI,,"Grantham, Lincolnshire",52.93139,-0.61389,,,0.462
20,2,Brancaster,,"Brancaster, Norfolk",52.96389,0.65194,,,0.343
20,3,A Capital Hill,,"Ely, Cardiff",51.46722,-3.24861,,,0.44
20,4,Henham's Lost Mansions,,"Henham Park, Suffolk",52.34167,1.60111,,,0.538
20,5,Warriors,,"Figheldean, Wiltshire",51.22111,-1.76417,,,0.3
20,6,Lost Mines of Lakeland,,"Coniston, Cumbria",54.38111,-3.10306,,,0.414
20,7,Horseshoe Hall,,"Oakham Castle, Rutland",52.67083,-0.7275,,,0.372
20,8,Mystery of the Thames-side Villa,,"Dropshort, Oxfordshire",51.64167,-1.28722,,,0.548
20,9,The Lost Castle of Dundrum,The Lost Castle | Time Team Classic,"Dundrum Castle, County Down",54.26194,-5.84472,https://www.youtube.com/watch?v=ZSv66Bk2RMk,title,0.61
20,10,Wolsey's Lost Palace,,"The More, Moor Park, Hertfordshire",51.63389,-0.43722,,,0.455
20,11,An Englishman's Castle,,"Upton Castle, Cosheston, Pembrokeshire",51.70694,-4.86861,,,0.492
20,12,The Time Team Guide to Experimental Archaeology,Time Team Try Underwater Archaeology | Time Team,N/A,,,https://www.youtube.com/watch?v=R0eexuJ9mBg,title,0.602
20,13,Twenty Years of Time Team,➤Top 3 Ancient Accessories ✨  I Time Team,N/A,,,https://www.youtube.com/watch?v=iOUMT499lYI,title,0.613
21,1,Boden Iron Age Fogou (Cornwall),,"Lizard Peninsula, Cornwall",,,,,0.475
21,2,Broughton Roman Villa,,"Broughton Castle, Oxfordshire",,,,,0.521
21,3,Knights Hospitaller Preceptory,,"Halston Hall, Shropshire",,,,,0.448
21,4,Anglo-Saxon Cemetery,,"Winfarthing, Norfolk",,,,,0.511
22,1,Knights Hospitaller Preceptory,,"Halston Hall, Whittington",,,,,0.448
22,2,Anglo-Saxon Cemetery,,"Winfarthing, Norfolk",,,,,0.511
22,3,Ancient Greek City,,"Vlochos, Greece",,,,,0.519
23,1,Modbury community dig,➤ Time Team's Top 3 COMMUNITY Digs,Modbury,,,https://www.youtube.com/watch?v=5K1v7zeSVAE,title,0.604
23,2,Secrets of Wytch Farm,,Dorset,,,,,0.464
others,,Time Team History of Britain,➤ Time Team's HISTORY-MAKING Digs,N/A,,,https://www.youtube.com/watch?v=EBk8tyRVNNA,title,0.712
others,,Behind the Scenes at Time Team,Queens Of The Digs (Part I) | Time Team,N/A,,,https://www.youtube.com/watch?v=CH2PYQKyTyY,title,0.646
others,,10 Years of Time Team,The Best Of John Gater 🏛️  | Time Team,N/A,,,https://www.youtube.com/watch?v=WcOP0w6KElw,title,0.604
