video_url,title,location,lat,lng,season,episode
https://www.youtube.com/watch?v=NQoWXzgqnqg,"Mystery Of The Ice Cream Villa (Full Episode) | S16 EP8 | Time Team (Colworth, Bedfordshire)","Colworth, Bedfordshire",,,16,8
https://www.youtube.com/watch?v=6fIlOW0TFBk,"The Boat On The Rhine (Full Episode) | S13 EP5 | Time Team (Utrecht, Netherlands)","Utrecht, Netherlands",,,13,5
https://www.youtube.com/watch?v=c0WLluyWloA,Buried Bishops And Belfries (Full Episode) | S16 EP6 | Time Team (Salisbury Cathedral),Salisbury Cathedral,,,16,6
https://www.youtube.com/watch?v=7dotgaD4CEI,"The First Tudor Palace (Full Episode) | S13 EP4 | Time Team (Esher, Surrey)","Esher, Surrey",,,13,4
https://www.youtube.com/watch?v=U8dnjLCtV3g,"Called To The Bar (Full Episode) | S16 EP10 | Time Team (Lincoln’s Inn, London)","Lincoln’s Inn, London",,,16,10
https://www.youtube.com/watch?v=NfP2ArCflWQ,"How To Lose A Castle (Full Episode) | S19 EP10 | Time Team (Castle Hill, Somerset)","Castle Hill, Somerset",,,19,10
https://www.youtube.com/watch?v=P95goNAvJN4,Rubble At The Mill (Full Episode) | S13 EP3 | Time Team (Manchester),Manchester,,,13,3
https://www.youtube.com/watch?v=fdudDiixmWo,"Heroes' Hill (Full Episode) | S16 EP3 | Time Team (Knockdhu, Co Antrim)","Knockdhu, Co Antrim",,,16,3
https://www.youtube.com/watch?v=g_8pd9lojng,"Villas Out Of Molehills (Full Episode) | S13 EP2 | Time Team (Withington,Gloucestershire)","Withington,Gloucestershire",,,13,2
https://www.youtube.com/watch?v=_BkpgO17SdA,"The Trouble With Temples (Full Episode) | S16 EP1 | Time Team (Friar’s Wash, Hertfordshire)","Friar’s Wash, Hertfordshire",,,16,1
https://www.youtube.com/watch?v=kG5vU1eLkHs,"Bodies In The Shed (Full Episode) | S13 EP1 | Time Team (Glendon, Northamptonshire)","Glendon, Northamptonshire",,,13,1
https://www.youtube.com/watch?v=iFhnqbSHRRY,"Bodies In The Dunes (Full Episode) | S15 EP3 | Time Team (Barra, Outer Hebrides)","Barra, Outer Hebrides",,,15,3
https://www.youtube.com/watch?v=pAaV0x9WOv8,"Rome’s Wild West (Full Episode) | S19 EP9 | Time Team (Caerleon, South Wales)","Caerleon, South Wales",,,19,9
https://www.youtube.com/watch?v=zbjtBRsQSj4,"Anarchy In The UK (Full Episode) | S16 EP7 | Time Team (Radcot, Oxfordshire)","Radcot, Oxfordshire",,,16,7
https://www.youtube.com/watch?v=Zs5zJAmhKEk,"Blood, Sweat and Beers (Full Episode) | S16 EP5 | Time Team (Rise Hill, Cumbria)","Rise Hill, Cumbria",,,16,5
https://www.youtube.com/watch?v=eScx284tr3o,"Beacon On The Fens (Full Episode) | S16 EP11 | Time Team (Chapel Head, Cambridgeshire)","Chapel Head, Cambridgeshire",,,16,11
https://www.youtube.com/watch?v=CNjS52NBgbQ,"Toga Town (Full Episode) | S16 EP4 | Time Team (Caerwent, Monmouthshire)","Caerwent, Monmouthshire",,,16,4
https://www.youtube.com/watch?v=CssZKq0wU1k,"The Wedding Present (Full Episode) | S16 EP2 | Time Team (Scargill Castle, County Durham)","Scargill Castle, County Durham",,,16,2
https://www.youtube.com/watch?v=4zM7kZiz6HY,"Sharpe’s Redoubt (Full Episode) | S14 EP5 | Time Team (Sandgate, Kent)","Sandgate, Kent",,,14,5
https://www.youtube.com/watch?v=DagpmJo3Ojg,A Castle In Your Garden? | Time Team,,,,,
https://www.youtube.com/watch?v=6Sir2qH-AnQ,"Secrets of the Dunes (Full Episode) | S19 EP8 | Time Team (Kenfig, South Wales)","Kenfig, South Wales",,,19,8
https://www.youtube.com/watch?v=anrxrJ6mxRI,The Mystery Of Hopston Castle | Time Team,,,,,
https://www.youtube.com/watch?v=-rSEj_fB7-0,Top 3 Cornish Finds | Time Team,,,,,
https://www.youtube.com/watch?v=f36HodqN204,The MOST Unexpected Dig | Time Team,,,,,
https://www.youtube.com/watch?v=Dzho_yTZkQY,Top 3 Saxon Finds | Time Team,,,,,
https://www.youtube.com/watch?v=-c5Qm-xzQ34,A House Fit For A Queen | Time Team,,,,,
https://www.youtube.com/watch?v=1kBPOuaAHog,Medieval Graves And Decorative Tiles | Time Team,,,,,
https://www.youtube.com/watch?v=y4IDUoR4xuc,Top 3 Iron Age Finds | Time Team,,,,,
https://www.youtube.com/watch?v=7L2I7NNqQ9k,A MASSIVE Flint Find | Time Team,,,,,
https://www.youtube.com/watch?v=9_QOrEzJ7Hw,"The Only Earl Is Essex (Full Episode) | S19 EP7 | Time Team (Colne Priory, Essex)","Colne Priory, Essex",,,19,7
https://www.youtube.com/watch?v=qKQGLmBTf1o,Top 3 Greatest Mystery Digs | Time Team,,,,,
https://www.youtube.com/watch?v=g0mJqwVl5M8,Excavating A Roman Boat In The Netherlands | Time Team,,,,,
https://www.youtube.com/watch?v=jz7hYV2k7xw,Top 3 SHOCKING Roman Digs | Time Team,,,,,
https://www.youtube.com/watch?v=pLW8Ob128c8,Finding A Medieval Period Settlement | Time Team,,,,,
https://www.youtube.com/watch?v=YMBN_iRuzmw,Striking Gold: Expensive Finds!! | Time Team,,,,,
https://www.youtube.com/watch?v=M0VL7hbGA6I,Caves And Carvings On The Walls I Time Team,,,,,
https://www.youtube.com/watch?v=8LNkwbac59k,TOP 3 Digging Mishaps 🫣⚡️⛏️ I Time Team,,,,,
https://www.youtube.com/watch?v=TPMs5CAkEco,A Cellar Inside Westminster Abbey? I Time Team,,,,,
https://www.youtube.com/watch?v=aSGBOjUxwFM,"The Drowned Town (Full Episode) | S19 EP3 | Time Team (Dunwich, Suffolk)","Dunwich, Suffolk",,,19,3
https://www.youtube.com/watch?v=CH2PYQKyTyY,Queens Of The Digs (Part I) | Time Team,Part I,,,,
https://www.youtube.com/watch?v=cntMxHJdkZo,A Complex Water System I Time Team,,,,,
https://www.youtube.com/watch?v=WcOP0w6KElw,The Best Of John Gater 🏛️  | Time Team,,,,,
https://www.youtube.com/watch?v=XMlyoMzqu5Y,Phil Wants The Truth About This Hidden Trench ⚒️ I Time Team,,,,,
https://www.youtube.com/watch?v=i7YjhoVejtg,➤Top 5 Home DIGS 🏡✨ I Time Team,,,,,
https://www.youtube.com/watch?v=z1pC816YMd0,The Search for Henry V's Flagship 🚢 I Time Team,,,,,
https://www.youtube.com/watch?v=arq9Y3Q2TPY,➤Top 5 Animal Discoveries 🐕🐈 I Time Team,,,,,
https://www.youtube.com/watch?v=2F3RMuTGZpE,Time Team's Dig For The Watermill ⛏️I Time Team,,,,,
https://www.youtube.com/watch?v=iOUMT499lYI,➤Top 3 Ancient Accessories ✨  I Time Team,,,,,
https://www.youtube.com/watch?v=C0FzK0KA53A,"A Copper Bottomed Dig (Full Episode) I S19 EP6 I Time Team (Swansea, Wales)","Swansea, Wales",,,19,6
https://www.youtube.com/watch?v=eo12Gk3fg3c,➤TOP 5 Time Team Water Adventures 💦 I Time Team,,,,,
https://www.youtube.com/watch?v=EXC5X_6O6o8,"""What Were The Romans Doing Here?"" 🤔 I Time Team",,,,,
https://www.youtube.com/watch?v=u6mDkO3Q5dc,A Mysterious Carved Face I Time Team,,,,,
https://www.youtube.com/watch?v=gAI8PXaezKU,"➤ Best of Kings, Castles & Forts 🏰 I Time Team",,,,,
https://www.youtube.com/watch?v=DV2LlWt7aK4,Time Team Explores A Mysterious Trench | Time Team,,,,,
https://www.youtube.com/watch?v=fLz_LXw1rEk,Exploring A Saxon Burial Ground I Time Team,,,,,
https://www.youtube.com/watch?v=4YRqohlYUCI,➤ Best of Tony Robinson I Time Team Classics,,,,,
https://www.youtube.com/watch?v=1oaZUEucuBk,Mick’s Team Discovers A Roman Bridge I Time Team,,,,,
https://www.youtube.com/watch?v=1sn-wzhD8Z0,➤ Time Team Best of Niche Specialists ⛏️ | Time Team,,,,,
https://www.youtube.com/watch?v=ZXXNmDURDxk,"Chapel Of Secrets (Full Episode) | S19 EP5 | Time Team (Beadnell, Northumberland)","Beadnell, Northumberland",,,19,5
https://www.youtube.com/watch?v=1rsoUyelIjI,Time Team Makes An Explosive Discovery From WWII I Time Team,,,,,
https://www.youtube.com/watch?v=XMUu1_6m3gg,Phil Harding vs. The Unexpected Concrete I Time Team,,,,,
https://www.youtube.com/watch?v=9UKBY8_tYC8,➤ Time Team's BEST OF 2024 🏆🥇,,,,,
https://www.youtube.com/watch?v=EGv2AkZ1E20,Support Time Team this Black Friday | Special Offer,,,,,
https://www.youtube.com/watch?v=t8Iz7h1ksYg,THE ENEMIES OF ROME (The Top 3 Time Team Digs),The Top 3 Time Team Digs,,,,
https://www.youtube.com/watch?v=2K9YqOfpQ7o,Zip Lining to the Site | Time Team Classic,,,,,
https://www.youtube.com/watch?v=DStATdVQnSM,"The First King of Racing (Full Episode) | S19 EP4 | Time Team (Newmarket, Suffolk)","Newmarket, Suffolk",,,19,4
https://www.youtube.com/watch?v=ejw1OaEjxvw,➤ Time Team's Top 3 Maybe MOATS...?,,,,,
https://www.youtube.com/watch?v=BnrTe3hgcO4,"""An Extraordinary Phallus"" | Time Team Classic",,,,,
https://www.youtube.com/watch?v=NA3cml-Rywg,3 MYSTERY HOMES❓ | A Time Team Compilation,,,,,
https://www.youtube.com/watch?v=0iq6DELwOiM,Mick's Plotting Away... | Time Team Classic,,,,,
https://www.youtube.com/watch?v=51EstHjFyNI,➤Time Team's Top 3 ROMANO-BRITISH Digs,,,,,
https://www.youtube.com/watch?v=77DXpbtaEaU,In Mint Condition? | Time Team Classic,,,,,
https://www.youtube.com/watch?v=ynH4JtBJ2f0,➤Time Team's Top 3 HAUNTED Digs,,,,,
https://www.youtube.com/watch?v=r9Z0meRfCic,"""We Got It"" | Time Team Classic",,,,,
https://www.youtube.com/watch?v=CfzgsXBn5Cw,"A Village Affair (Full Episode) | S19 EP2 | Time Team (Bitterley, Shropshire)","Bitterley, Shropshire",,,19,2
https://www.youtube.com/watch?v=dwMlJ3ct-zw,➤ Time Team's Top 3 SCENIC Digs,,,,,
https://www.youtube.com/watch?v=0HDGdhdV0Bw,➤Time Team's Top 3 MODERN Digs,,,,,
https://www.youtube.com/watch?v=is0rNg2tCG0,The Queen of the Dig | Time Team Classic,,,,,
https://www.youtube.com/watch?v=48OThhh3y84,My 3 FAVOURITE Time Team Digs (Editor's Choice 2024!),Editor's Choice 2024!,,,,
https://www.youtube.com/watch?v=eTQCkoljoaA,Boating & Burning With The Boys | Time Team Classic,,,,,
https://www.youtube.com/watch?v=UXAtbYGPP0w,➤Time Team's Top 3 DANGEROUS Digs,,,,,
https://www.youtube.com/watch?v=6f6kzds9sys,An Ancient Highway | Time Team Classic,,,,,
https://www.youtube.com/watch?v=NxnrQNVlkSk,Time Team's Ritual Seeker (The Best of Francis Pryor),The Best of Francis Pryor,,,,
https://www.youtube.com/watch?v=ylLj_hXl4MQ,Where's Our Chapel? | Time Team Classic,,,,,
https://www.youtube.com/watch?v=uvbGYIidfsE,"Dig By Wire (Full Episode) | S19 EP1 | Time Team (Gateholm Island, Pembrokeshire)","Gateholm Island, Pembrokeshire",,,19,1
https://www.youtube.com/watch?v=1GT92tPQsfM,The Map Is Wrong | Time Team Classic,,,,,
https://www.youtube.com/watch?v=3Dc3LYAWLDE,Leech Therapy | Time Team Classic,,,,,
https://www.youtube.com/watch?v=xFbILq-rp3I,Time Team's Roaming Investigator (The Best of Stewart Ainsworth),The Best of Stewart Ainsworth,,,,
https://www.youtube.com/watch?v=xZ0EV79bUgQ,A Strange Detour | Time Team Classic,,,,,
https://www.youtube.com/watch?v=BdjljzNROYg,Time Team's Field Prodigy (The Best of Phil Harding),The Best of Phil Harding,,,,
https://www.youtube.com/watch?v=ZCmOeyFeW_Y,🦌 A Deer From Yesteryear | Time Team Classic,,,,,
https://www.youtube.com/watch?v=prkuWuWVQ9M,"Time Team's FINAL FINDS XVI (Dorset, Ditches & Dead-Ends)","Dorset, Ditches & Dead-Ends",,,,
https://www.youtube.com/watch?v=GLVhdOFYWEs,"HUGE TIME TEAM NEWS | New Digs, Old Digs & Upcoming Releases",,,,,
https://www.youtube.com/watch?v=esgW3j5moYc,Phil's Neolithic Hat | Time Team Classic,,,,,
https://www.youtube.com/watch?v=xaewRAjBFBk,"Time Team's FINAL FINDS XV (Flagships, Forests & Furnaces)","Flagships, Forests & Furnaces",,,,
https://www.youtube.com/watch?v=pI-XXP3uLG8,One Foot In The GRAVE | Time Team Classic,,,,,
https://www.youtube.com/watch?v=nKYP5fjIe2Q,"Time Team's FINAL FINDS XIV (Cathedrals, Confessors & Cheese)","Cathedrals, Confessors & Cheese",,,,
https://www.youtube.com/watch?v=uW3_mGpfq6k,Swimming in Archaeology? ☂️ | Time Team Classic,,,,,
https://www.youtube.com/watch?v=ow5ro5Knkw8,"Time Team's FINAL FINDS XIII (Saints, Secrets & The Stone Age)","Saints, Secrets & The Stone Age",,,,
https://www.youtube.com/watch?v=PDxmXNiVo6o,That Day One Confidence | Time Team Classic,,,,,
https://www.youtube.com/watch?v=eWBIaDqEQ7w,➤Time Team's Top 3 FOUND BATTLEFIELDS,,,,,
https://www.youtube.com/watch?v=JR8m3rYV0oA,"Well, Well, Well... | Time Team Classic",,,,,
https://www.youtube.com/watch?v=JYuosvNZp70,"Time Team's FINAL FINDS XII (Ffrith, Flint & Faith)","Ffrith, Flint & Faith",,,,
https://www.youtube.com/watch?v=Fl7xcK4aZUU,The Hermit's Treasure | Time Team Classic,,,,,
https://www.youtube.com/watch?v=Qj8Sd0OMmPY,ᶻ 𝗓 𐰁 Slooooow Digs To Sleep To (A Time Team Compilation),A Time Team Compilation,,,,
https://www.youtube.com/watch?v=nrW5w1WKuKQ,Edward Be Confessin' | Time Team Classic,,,,,
https://www.youtube.com/watch?v=EBk8tyRVNNA,➤ Time Team's HISTORY-MAKING Digs,,,,,
https://www.youtube.com/watch?v=eiuiKuBFEWI,"One Big Win, One Wet Loss | Time Team Classic",,,,,
https://www.youtube.com/watch?v=9YL4yyrxgqQ,➤ Time Team's Mystery Trenches...,,,,,
https://www.youtube.com/watch?v=qCXQe4SJ1pc,Crackin' Chenies Manor | Time Team Classic,,,,,
https://www.youtube.com/watch?v=z8mV4X9alk0,"Time Team's FINAL FINDS XI (Boxes, Blackpatch & Buck Mill)","Boxes, Blackpatch & Buck Mill",,,,
https://www.youtube.com/watch?v=yDuBw0FVEr0,A Ring for 'Sarah' | Time Team Classic,,,,,
https://www.youtube.com/watch?v=gtbRGXLsnAE,Time Team's 3 Most Tragic Digs...,,,,,
https://www.youtube.com/watch?v=8-Cm4bN7a-w,Digging Up A Saxon Dog | Time Team Classic,,,,,
https://www.youtube.com/watch?v=wePZkbcXL4E,Time Team: The Best of the Leicestershire Digs,,,,,
https://www.youtube.com/watch?v=8rBJYS1NOms,A Smörgåsbord of History | Time Team Classic,,,,,
https://www.youtube.com/watch?v=bl7gO8ob5Ow,➤ Time Team's Top 3 CONTROVERSIAL Digs,,,,,
https://www.youtube.com/watch?v=KCvMiViMtFo,Hitting The Wheel | Time Team Classic,,,,,
https://www.youtube.com/watch?v=slThF_p77Q4,➤ Time Team's PORT-TO-PORT DISCOVERIES,,,,,
https://www.youtube.com/watch?v=kS3eT7Gf6NQ,What Are Grubenhäuser? | Time Team Classic,,,,,
https://www.youtube.com/watch?v=yiLukdFhwkA,➤ Time Team's Top 3 RITUAL REMNANTS,,,,,
https://www.youtube.com/watch?v=_KwwjavysUY,Phil the Storyteller | Time Team Classic,,,,,
https://www.youtube.com/watch?v=-3i-UN3y2bU,3 Times TIME TEAM Saved The Dig,,,,,
https://www.youtube.com/watch?v=j-5IY7kvjU0,Experts in Their Field 🦴 | Time Team Classic,,,,,
https://www.youtube.com/watch?v=qYRlIJ0hgJk,➤ Time Team's Top 3 ANCIENT CHAPELS,,,,,
https://www.youtube.com/watch?v=511WEG63NaI,A VILLA Conundrum | Time Team Classic,,,,,
https://www.youtube.com/watch?v=XbRjoDWvfjE,➤ Time Team's TOP 3 Digs for Detectorists! 🧲,,,,,
https://www.youtube.com/watch?v=K-OGrmOowi0,A Tiny Treasure Trove | Time Team Classic,,,,,
https://www.youtube.com/watch?v=iWz6o5BFBkE,Time Team's DEEPEST Discoveries...,,,,,
https://www.youtube.com/watch?v=BdH6ANlzPD8,Carenza VS Falconry | Time Team Classics,,,,,
https://www.youtube.com/watch?v=cxguPzWbQ_8,➤ Time Team's Top 3 GOLDEN HOARDS!,,,,,
https://www.youtube.com/watch?v=dWvRe01EhC0,The Loooooooooong Pit | Time Team Classic,,,,,
https://www.youtube.com/watch?v=_gSVC-YXY_8,➤Time Team's Religious Rites...,,,,,
https://www.youtube.com/watch?v=nM54LNmMjJM,31st Century Archaeology? | Time Team Classic,,,,,
https://www.youtube.com/watch?v=k9TBKijkePg,➤ Time Team's Top 3 MOSAICS,,,,,
https://www.youtube.com/watch?v=T-zr9QWxYnw,A Royal Return.. | Time Team Classic,,,,,
https://www.youtube.com/watch?v=QLzAjPGvUlg,"Time Team's FINAL FINDS X (Legions, Legends & Livestock)","Legions, Legends & Livestock",,,,
https://www.youtube.com/watch?v=1Mvw09Cya00,Prehistoric Doubts | Time Team Classic,,,,,
https://www.youtube.com/watch?v=8HfMU8OOpUI,Time Team: The Best of the Oxfordshire Digs,,,,,
https://www.youtube.com/watch?v=-iQLhOwWxZw,"Time Team's FINAL FINDS IX (Saxons, Skeletons & Schoolkids)","Saxons, Skeletons & Schoolkids",,,,
https://www.youtube.com/watch?v=PRKY7r0LgSw,Time Team: The Best of the Cambridgeshire Digs,,,,,
https://www.youtube.com/watch?v=G4ucF5lzacM,A Perfectly Preserved Ponytail | Time Team Classic,,,,,
https://www.youtube.com/watch?v=xKxDdIH5MPc,"Time Team's FINAL FINDS VIII (Castles, Cornwall & Christ)","Castles, Cornwall & Christ",,,,
https://www.youtube.com/watch?v=6MxELdopvHE,Tony Pulls His Weight | Time Team Classic,,,,,
https://www.youtube.com/watch?v=R_-nnjL4Gc0,➤ Time Team's WORKING CLASS TALES,,,,,
https://www.youtube.com/watch?v=kTE_zO3kjLE,The Cavalry Arrives | Time Team Classic,,,,,
https://www.youtube.com/watch?v=xB_3Rdj9UdY,"Time Team's FINAL FINDS VII (Groves, Gods & Glamour)","Groves, Gods & Glamour",,,,
https://www.youtube.com/watch?v=WneK2m1egn0,Who Would Live in a House Like This...? 👑 | Time Team Classic,,,,,
https://www.youtube.com/watch?v=P1q7tbNqYdY,Time Team's Top 3 Digs ABROAD,,,,,
https://www.youtube.com/watch?v=VR8AG7NDlsE,A Matter of Dung | Time Team Classic,,,,,
https://www.youtube.com/watch?v=No0kmfWaaHA,➤ Time Team's Top 3 BARRICADING WALLS,,,,,
https://www.youtube.com/watch?v=UpqOGoxblRs,The Team Goes Native | Time Team Classic,,,,,
https://www.youtube.com/watch?v=bCXoMW2G09E,➤ Time Team's KINGS & QUEENS,,,,,
https://www.youtube.com/watch?v=KkFRSi0ROFo,Loki on Scandivanian Stone | Time Team Classic,,,,,
https://www.youtube.com/watch?v=TTk0pQAdBO4,➤REVENGE of the Antiquarians | Time Team Compilation,,,,,
https://www.youtube.com/watch?v=OwY9bEIb6Bc,Surrounded By Roman Camps | Time Team Classic,,,,,
https://www.youtube.com/watch?v=GNVy1elzrSg,➤ Time Team's Top 3 KING HENRY Digs,,,,,
https://www.youtube.com/watch?v=zNYcVuO-PoE,The Roar of a Dragon | Time Team Classic,,,,,
https://www.youtube.com/watch?v=n9GBcdU0xhA,➤ Time Team's Top 3 MYSTERIOUS MONUMENTS,,,,,
https://www.youtube.com/watch?v=O9Pvp0OX8-U,The Lone Centurion | Time Team Classic,,,,,
https://www.youtube.com/watch?v=U2rhoUaUmog,➤The BANE of Archaeologists | Time Team's Top 3 Antiquarian Digs,,,,,
https://www.youtube.com/watch?v=zlxdaBEODk0,➤ Time Team's Top 3 VIKING EXCAVATIONS,,,,,
https://www.youtube.com/watch?v=oT6BrAgdzKE,Somebody Actually Lives Here? | Time Team Classic,,,,,
https://www.youtube.com/watch?v=BVpH8nRh5rI,The TOP 3 CORNISH Digs | Time Team,,,,,
https://www.youtube.com/watch?v=qXKsZCv9pMA,Depicting The Picts | Time Team Classic,,,,,
https://www.youtube.com/watch?v=hX3MhJ19GpQ,Time Team: The Best of The DURHAM Digs,,,,,
https://www.youtube.com/watch?v=5rOfx0QHPlo,Now's The 'Time!' (Come Join the Team this Black Friday),Come Join the Team this Black Friday,,,,
https://www.youtube.com/watch?v=XsOi6XCIo70,A Ceramic Clue... | Time Team Classic,,,,,
https://www.youtube.com/watch?v=BoyRIAtXl3k,The Best of PHIL VS JOHN (A Time Team Rivalry),A Time Team Rivalry,,,,
https://www.youtube.com/watch?v=iFd08hTKAzY,Towards the Tudors | Time Team Classic,,,,,
https://www.youtube.com/watch?v=rI2_YnyI6iU,Nooo A Head-in-Hands Moment | Time Team Classic,,,,,
https://www.youtube.com/watch?v=vtAO62pl4wo,➤ Time Team's Top 3 SOUTHERN Digs,,,,,
https://www.youtube.com/watch?v=Y8ywWT0K03c,➤ Time Team's Top 3 NORTHERN Digs,,,,,
https://www.youtube.com/watch?v=HrDQftDwZ_4,Time Team's 3 Most Ancient Digs...,,,,,
https://www.youtube.com/watch?v=4CufaGGqhD0,Tony Goes Ghost-Busting 👻 | Time Team Classic,,,,,
https://www.youtube.com/watch?v=FVQZ4bWUBsc,Last Chance To See! | Time Team Classic,,,,,
https://www.youtube.com/watch?v=J_eHTGAL_oE,➤ Time Team's Top 3 COASTAL Digs,,,,,
https://www.youtube.com/watch?v=Mq31aLqJVzA,A Geo-Phys Jackpot | Time Team Classic,,,,,
https://www.youtube.com/watch?v=SYNcnCOigKU,Time Team's Top 3 HISTORICAL RE-ENACTMENTS,,,,,
https://www.youtube.com/watch?v=3bewD0keTo8,The Medieval Lay of the Land | Time Team Classic,,,,,
https://www.youtube.com/watch?v=wFnzk5zYl-k,➤ Time Team's Top 3 TUDOR PERIOD Digs,,,,,
https://www.youtube.com/watch?v=kQe7ACIZmV4,Not A Roman In Sight | Time Team Classic,,,,,
https://www.youtube.com/watch?v=HSRntRe_1Mc,THIS Is Why We Think About The Roman Empire (Time Team Roman Digs for 4 Hours),Time Team Roman Digs for 4 Hours,,,,
https://www.youtube.com/watch?v=zwEO2rRhHRw,The Water Poet | Time Team Classic,,,,,
https://www.youtube.com/watch?v=y5ig5o5o68s,The Dig Does A 180° | Time Team Classic,,,,,
https://www.youtube.com/watch?v=C9rMtG7_C5Y,A Junior Discovery | Time Team Classic,,,,,
https://www.youtube.com/watch?v=dyB99bZCsj4,➤ Time Team's Top 3 FUNNIEST Digs,,,,,
https://www.youtube.com/watch?v=9t8sD8uwmNI,How To Lose History | Time Team Classic,,,,,
https://www.youtube.com/watch?v=jbbYXw0Smiw,➤ Time Team's Last of The ROMANS,,,,,
https://www.youtube.com/watch?v=nPYOESmPW4A,Just Backyard Scatter? | Time Team Classics,,,,,
https://www.youtube.com/watch?v=sey7IJ6KAKQ,➤ Time Team's Return of The ROMANS,,,,,
https://www.youtube.com/watch?v=heje39r8vSE,Recreating A 17th Century Mill | Time Team Classic,,,,,
https://www.youtube.com/watch?v=obxi65Pxyy8,"Time Team's FINAL FINDS VI (Romans, Reconstructions & Roundhouses)","Romans, Reconstructions & Roundhouses",,,,
https://www.youtube.com/watch?v=kU6oGZ39uHQ,Ancient Spectacles | Time Team Classic,,,,,
https://www.youtube.com/watch?v=MD-HH90GXfg,"Time Team's FINAL FINDS V (Courts, Coins & Centurions)","Courts, Coins & Centurions",,,,
https://www.youtube.com/watch?v=IkBzTXBGNXU,The Romans Had Bad Weapons? 𓐬 | Time Team Classic,,,,,
https://www.youtube.com/watch?v=vlykZfweppU,"Time Team's FINAL FINDS IV (Money, Mosaics & Moats)","Money, Mosaics & Moats",,,,
https://www.youtube.com/watch?v=FvXh5s04W_c,Can You Date A Site From Just A Log? | Time Team Classic,,,,,
https://www.youtube.com/watch?v=7dQ77JrSCvQ,➤ Time Team's Top 3 ROYAL DIGS (Part 2),,,,,
https://www.youtube.com/watch?v=PTBNjOXDZ2o,An Exciting New Future for TIME TEAM (Tony Robinson Back in the Field),Tony Robinson Back in the Field,,,,
https://www.youtube.com/watch?v=pt7SW_3bYWI,From The First Century? | Time Team Classic,,,,,
https://www.youtube.com/watch?v=MfkjL9jOP8k,King Harold Before 1066 | Time Team Classic,,,,,
https://www.youtube.com/watch?v=zPAfOeqip28,➤ Time Team's Top 3 SUMMERTIME Digs ☀️,,,,,
https://www.youtube.com/watch?v=MLTRFDaHUBs,➤ Time Team's Top 3 MEDIEVAL Digs,,,,,
https://www.youtube.com/watch?v=LnDfXPguXNM,A Rare Defeat For Phil! | Time Team Classic,,,,,
https://www.youtube.com/watch?v=WZZoqZO2B7U,➤ Time Team's Top 3 YIELD FIELDS,,,,,
https://www.youtube.com/watch?v=fuF-f9LKj7Y,"""What's Going On?"" | Time Team Classic",,,,,
https://www.youtube.com/watch?v=zTzz_wHnb3I,➤ Time Team's Top 3 BATHHOUSES,,,,,
https://www.youtube.com/watch?v=tArVT0Vynt4,Do It Like Harding | Time Team Classic,,,,,
https://www.youtube.com/watch?v=rtuktHvPgf4,"Time Team's FINAL FINDS III (Mills, Monks and Manors)","Mills, Monks and Manors",,,,
https://www.youtube.com/watch?v=WIErqh4rdPs,Phil Tries Firing A Musket | Time Team Classic,,,,,
https://www.youtube.com/watch?v=rR0khVGyVz0,"Time Team's FINAL FINDS II (Roads, Romans and Royalty)","Roads, Romans and Royalty",,,,
https://www.youtube.com/watch?v=rRF2pCLKw4Y,The Deadest of Ends | Time Team Classic,,,,,
https://www.youtube.com/watch?v=IrZDDFKNtPU,"Time Team's FINAL FINDS (Barges, Barracks and Brochs)","Barges, Barracks and Brochs",,,,
https://www.youtube.com/watch?v=dSW1tUCKJm4,Tony Starts A Church | Time Team Classic,,,,,
https://www.youtube.com/watch?v=w9NwVf4SyTI,Playing Battleships With The Site | Time Team Classic,,,,,
https://www.youtube.com/watch?v=heMHGL1jM4k,➤ Time Team's Top 3 BRONZE AGE Digs,,,,,
https://www.youtube.com/watch?v=PSKHdDpX7sk,Finding The Mill | Time Team Classic,,,,,
https://www.youtube.com/watch?v=Jd3y5gQqvCw,➤ The TOP 3 Time Teams? (Editor's Choice),Editor's Choice,,,,
https://www.youtube.com/watch?v=l782P0tqo8k,Which Way Went The Wheel? Time Team Classic,,,,,
https://www.youtube.com/watch?v=vRz72jMW2fM,Mick Goes Rogue | Time Team Classic,,,,,
https://www.youtube.com/watch?v=pTEPWb-vfLQ,Time Team's Top 3 NEOLITHIC Finds,,,,,
https://www.youtube.com/watch?v=ZV4x9swNhKc,It's A Tripod? | Time Team Classic,,,,,
https://www.youtube.com/watch?v=kWDRZEtZ0yM,➤ Time Team's Top 3 HARDEST Digs (Part 2),,,,,
https://www.youtube.com/watch?v=0LRppvn5y3Y,Can YOU Identify This Item? | Time Team Classic,,,,,
https://www.youtube.com/watch?v=d6iuIeKuOtw,➤ Time Team's Top 3 NORMAN Digs,,,,,
https://www.youtube.com/watch?v=pU7Ejotf3u8,Making Of A Mill | Time Team,,,,,
https://www.youtube.com/watch?v=y1XlQPrgyLg,➤ Time Team's PICTURE PERFECT POTTERY 🏺,,,,,
https://www.youtube.com/watch?v=0PUYI_4ZXNI,Phil's Weapon of Choice? | Time Team Classic,,,,,
https://www.youtube.com/watch?v=5K1v7zeSVAE,➤ Time Team's Top 3 COMMUNITY Digs,,,,,
https://www.youtube.com/watch?v=5uF-HyOafPw,Anecdotal Archaeology..? | Time Team Classic,,,,,
https://www.youtube.com/watch?v=UPtOVAT5ulc,➤ Time Team's Top 3 GEO-PHYS Victories,,,,,
