video_url,title,location,lat,lng,season,episode
https://www.youtube.com/watch?v=27ZbSlRjgWw,The Furnace in the Cellar (Full Episode) | S9 EP5 | Time Team (Ironbridge Gorge),Ironbridge Gorge,,,9,5
https://www.youtube.com/watch?v=hXMlmPsFfo8,"From Constantinople to Cornwall (Full Episode) | S15 EP10 | Time Team (Padstow, Cornwall)","Padstow, Cornwall",,,15,10
https://www.youtube.com/watch?v=jNRr9WILcLQ,"Cannons and Castles (Full Episode) | S18 EP8 | Time Team (Mont Orgueil, Jersey)","Mont Orgueil, Jersey",,,18,8
https://www.youtube.com/watch?v=XFdQOoe9ZEc,"The Bone Caves (Full Episode) | S8 EP8 | Time Team (Alveston, Gloucestershire)","Alveston, Gloucestershire",,,8,8
https://www.youtube.com/watch?v=AC3KP8E0BEY,"Fort Of The Earls (Full Episode) | S15 EP9 | Time Team (Dungannon, Northern Ireland)","Dungannon, Northern Ireland",,,15,9
https://www.youtube.com/watch?v=yWr_URYYE_E,"House Of The White Queen (Full Episode) | S18 EP7 | Time Team (Groby, Leicestershire)","Groby, Leicestershire",,,18,7
https://www.youtube.com/watch?v=ewy921VSzD8,"Joust Dig It (Full Episode) | S10 EP5 | Time Team (Greenwich, London)","Greenwich, London",,,10,5
https://www.youtube.com/watch?v=u2UWHtQcDKk,"Saxons On The Edge (Full Episode) | S15 EP8 | Time Team (Knave Hill, Leicestershire)","Knave Hill, Leicestershire",,,15,8
https://www.youtube.com/watch?v=JsPqSwvzazI,"Under The Gravestones (Full Episode) | S18 EP6 | Time Team (Castor, Cambridgeshire)","Castor, Cambridgeshire",,,18,6
https://www.youtube.com/watch?v=VK-2j_eGE3I,"Holy Island (Full Episode) | S8 EP10 | Time Team (Lindisfarne, Northumberland)","Lindisfarne, Northumberland",,,8,10
https://www.youtube.com/watch?v=gbKGaH2Sjkg,"Furnace in the Forest (Full Episode) | S18 EP5 | Time Team (Derwentcote, County Durham)","Derwentcote, County Durham",,,18,5
https://www.youtube.com/watch?v=XvEV9VFGe8Y,"Keeping Up With The Georgians (Full Episode) | S15 EP7 | Time Team (Hunstrete, Somerset)","Hunstrete, Somerset",,,15,7
https://www.youtube.com/watch?v=zBg4_qb3Qmo,"Wedgwood's First Factory (Full Episode) | S6 EP1 | Time Team (Burslem, Stoke-on-Trent)","Burslem, Stoke-on-Trent",,,6,1
https://www.youtube.com/watch?v=_eIwid-2fX4,Hitler’s Island Fortress (Full Episode) | S18 EP4 | Time Team (Jersey),Jersey,,,18,4
